t,realized_volatility
2005-09-20,0.0049307319181789155
2005-09-21,0.005726607077040878
2005-09-22,0.007976618695935155
2005-09-23,0.00686787806444892
2005-09-26,0.005445426543481405
2005-09-27,0.0062967982792790506
2005-09-28,0.0059127676112013935
2005-09-29,0.007730871716101985
2005-09-30,0.0054673110988758015
2005-10-10,0.008445382533487455
2005-10-11,0.008842464230633775
2005-10-12,0.009909306942153452
2005-10-13,0.010363261651978312
2005-10-14,0.007853716790040544
2005-10-17,0.006677835472167723
2005-10-18,0.00608513683209703
2005-10-19,0.006674056421261415
2005-10-20,0.0076177083412292314
2005-10-21,0.006596330024601257
2005-10-24,0.005783782581847341
2005-10-25,0.00579198630304041
2005-10-26,0.008503063326704316
2005-10-27,0.009420146446160963
2005-10-28,0.008432106677454339
2005-10-31,0.010463786474907765
2005-11-01,0.01110430956941539
2005-11-02,0.012176028084520948
2005-11-03,0.013471294220114064
2005-11-04,0.01680979286433733
2005-11-07,0.007488990083402169
2005-11-08,0.006824556087417258
2005-11-09,0.01416632586599185
2005-11-10,0.015072035204076947
2005-11-11,0.006995962957858657
2005-11-14,0.006883521643572503
2005-11-15,0.006730043664697857
2005-11-16,0.007751403819932117
2005-11-17,0.006147920967547637
2005-11-18,0.007842393402295051
2005-11-21,0.006642108031772519
2005-11-22,0.0075840744979647
2005-11-23,0.00730384076346543
2005-11-24,0.007557490218405254
2005-11-25,0.006360857957498767
2005-11-28,0.008276873598831905
2005-11-29,0.008193381293485645
2005-11-30,0.007340671055719541
2005-12-01,0.007607828669660428
2005-12-02,0.008140347482747307
2005-12-05,0.008376579994764368
2005-12-06,0.010883081999586925
2005-12-07,0.011629961696876065
2005-12-08,0.012678674601184662
2005-12-09,0.0067662228715213955
2005-12-12,0.005478315693038146
2005-12-13,0.0067908952033336805
2005-12-14,0.006537139622295698
2005-12-15,0.00754741646103108
2005-12-16,0.00579113223690433
2005-12-19,0.005568033140700511
2005-12-20,0.0062415875215250495
2005-12-21,0.006323739158392384
2005-12-22,0.005039338435301171
2005-12-23,0.005626422521087353
2005-12-26,0.005214511310805656
2005-12-27,0.004904549928762274
2005-12-28,0.005954634701094601
2005-12-29,0.005953084197413869
2005-12-30,0.00609792620120381
2006-01-04,0.010685080683833921
2006-01-05,0.007158199446876639
2006-01-06,0.0075822291445529835
2006-01-09,0.006497489509347815
2006-01-10,0.006591287506889778
2006-01-11,0.006753852169036218
2006-01-12,0.0070106876451269656
2006-01-13,0.007016081808746299
2006-01-16,0.0059410061974048975
2006-01-17,0.005933962416672474
2006-01-18,0.005226821054844099
2006-01-19,0.007013494652573998
2006-01-20,0.006465757523968936
2006-01-23,0.005804787610292186
2006-01-24,0.006021531891260489
2006-01-25,0.006207506771695002
2006-02-06,0.008729878564516897
2006-02-07,0.006684525696262396
2006-02-08,0.010452699599440701
2006-02-09,0.006224942396041641
2006-02-10,0.005979285778700379
2006-02-13,0.005804104595503156
2006-02-14,0.004873618661995007
2006-02-15,0.0074881878784003935
2006-02-16,0.0058450562572350245
2006-02-17,0.005886607543664674
2006-02-20,0.005092995254010356
2006-02-21,0.006235323759098522
2006-02-22,0.006284933626087823
2006-02-23,0.005734192007207707
2006-02-24,0.005114440092819563
2006-02-27,0.014145101982346775
2006-02-28,0.007028577977617001
2006-03-01,0.005051450838429093
2006-03-02,0.007995114634212088
2006-03-03,0.006016131080582033
2006-03-06,0.0056318236623568
2006-03-07,0.006472139063237917
2006-03-08,0.0064251353659703124
2006-03-09,0.008515920141855704
2006-03-10,0.006523224564361073
2006-03-13,0.0044663892352428455
2006-03-14,0.005262695015059184
2006-03-15,0.0057162869895705055
2006-03-16,0.004857397822363493
2006-03-17,0.005674687950690007
2006-03-20,0.00530380140305224
2006-03-21,0.00515073564699782
2006-03-22,0.004981999583795991
2006-03-23,0.0054644332363529636
2006-03-24,0.005525337060979253
2006-03-27,0.005343217377099567
2006-03-28,0.004507763244450258
2006-03-29,0.008478296308306741
2006-03-30,0.005339062130062113
2006-03-31,0.005490318607498871
2006-04-03,0.0049667831503352545
2006-04-04,0.005561111326672003
2006-04-05,0.005090643191625452
2006-04-06,0.005651648951882074
2006-04-07,0.004407443345550283
2006-04-10,0.004795119084690962
2006-04-11,0.005489912110952412
2006-04-12,0.004588883254452054
2006-04-13,0.00634598843141301
2006-04-14,0.006270772413772076
2006-04-17,0.0071082650151654825
2006-04-18,0.007762342530648756
2006-04-19,0.008614780682435272
2006-04-20,0.006641303184480012
2006-04-21,0.006632825053139862
2006-04-24,0.016016281890257198
2006-04-25,0.01026354028578238
2006-04-26,0.007396077208374021
2006-04-27,0.007457171025670085
2006-04-28,0.008395277805500012
2006-05-08,0.010352811162991655
2006-05-09,0.009948632492326916
2006-05-10,0.00956499054946894
2006-05-11,0.011082820076454041
2006-05-12,0.010034591882981976
2006-05-15,0.017688743610472454
2006-05-16,0.01694572286349044
2006-05-17,0.015536676329916493
2006-05-18,0.021282530653266664
2006-05-19,0.011357107694267862
2006-05-22,0.009513006869851393
2006-05-23,0.02051829328277451
2006-05-24,0.019487240422866325
2006-05-25,0.011717318992622006
2006-05-26,0.01018831142646152
2006-05-29,0.010203062813563637
2006-05-30,0.011104269987942719
2006-05-31,0.009364940967253358
2006-06-01,0.008560547629343069
2006-06-02,0.011136938495693983
2006-06-05,0.01064064231231628
2006-06-06,0.009552796235721096
2006-06-07,0.014127000051897222
2006-06-08,0.01802755546285918
2006-06-09,0.0136124415917623
2006-06-12,0.015012929791943432
2006-06-13,0.008098920958594793
2006-06-14,0.012422374233949617
2006-06-15,0.006948476996179011
2006-06-16,0.01261551070631766
2006-06-19,0.019217201268255473
2006-06-20,0.007353304042482702
2006-06-21,0.007971797661300965
2006-06-22,0.007883410394070589
2006-06-23,0.007021001511356191
2006-06-26,0.007516404224346189
2006-06-27,0.0073871829994122985
2006-06-28,0.005572293275977784
2006-06-29,0.00894204934647602
2006-06-30,0.011126565743390906
2006-07-03,0.009924102443216601
2006-07-04,0.008218980502928097
2006-07-05,0.009621847213419698
2006-07-06,0.006165251923876852
2006-07-07,0.0068518932182252525
2006-07-10,0.005444391484351311
2006-07-11,0.005347184138403895
2006-07-12,0.005694468206378309
2006-07-13,0.011867832158761395
2006-07-14,0.01425877323226568
2006-07-17,0.008176890848877611
2006-07-18,0.006152773617704294
2006-07-19,0.006562172135907723
2006-07-20,0.006433743970897821
2006-07-21,0.005192430775592338
2006-07-24,0.017608977752770524
2006-07-25,0.005703940893212642
2006-07-26,0.006415052530090936
2006-07-27,0.005950584478296796
2006-07-28,0.00576029844084449
2006-07-31,0.008192464004550702
2006-08-01,0.007969616367738923
2006-08-02,0.006923082848039394
2006-08-03,0.006816341021462042
2006-08-04,0.006652522635632999
2006-08-07,0.012365797677682639
2006-08-08,0.008150901638091613
2006-08-09,0.006870450157480804
2006-08-10,0.005714052522543066
2006-08-11,0.005454349537634691
2006-08-14,0.007119933153989211
2006-08-15,0.006597027135829073
2006-08-16,0.005574744087288001
2006-08-17,0.008136791096980232
2006-08-18,0.00585872557023812
2006-08-21,0.025841240003982004
2006-08-22,0.005736033219817176
2006-08-23,0.005052264578375465
2006-08-24,0.005197201935957846
2006-08-25,0.005407605831159964
2006-08-28,0.007309781398565068
2006-08-29,0.006159548253158183
2006-08-30,0.0065511012843455655
2006-08-31,0.004674049440391656
2006-09-01,0.0054329998448432925
2006-09-04,0.005276520193238273
2006-09-05,0.005611373157248343
2006-09-06,0.005101978571028029
2006-09-07,0.00589921334414879
2006-09-08,0.004344869525434578
2006-09-11,0.0058528241948992985
2006-09-12,0.005445534569843904
2006-09-13,0.006890323502169287
2006-09-14,0.006717079398149595
2006-09-15,0.006064519884424745
2006-09-18,0.008424776533596386
2006-09-19,0.006536810611637685
2006-09-20,0.005844343565222141
2006-09-21,0.004929964113568834
2006-09-22,0.009273529965131895
2006-09-25,0.007001039671018523
2006-09-26,0.005952986560598496
2006-09-27,0.005620633285631409
2006-09-28,0.0050228988766946
2006-09-29,0.005655769892106073
2006-10-09,0.021262761207872
2006-10-10,0.007123020552943981
2006-10-11,0.005986132474203624
2006-10-12,0.006194846791952896
2006-10-13,0.005915498706077767
2006-10-16,0.005605471081700341
2006-10-17,0.006633671913381581
2006-10-18,0.005471094310244784
2006-10-19,0.005400055037357102
2006-10-20,0.006457632738349042
2006-10-23,0.006665319569035804
2006-10-24,0.0064936589023507196
2006-10-25,0.00790843059230585
2006-10-26,0.0066582932551790125
2006-10-27,0.007602880350264692
2006-10-30,0.006576165815050225
2006-10-31,0.006698205057333896
2006-11-01,0.006539146317147466
2006-11-02,0.006677028863580216
2006-11-03,0.007763984047402002
2006-11-06,0.012896862797475258
2006-11-07,0.009897933201569042
2006-11-08,0.010919561779717769
2006-11-09,0.010308086925083821
2006-11-10,0.011604314720268592
2006-11-13,0.012585586160185711
2006-11-14,0.010416094579473775
2006-11-15,0.009990891092062998
2006-11-16,0.011735253928090803
2006-11-17,0.011638680861871519
2006-11-20,0.010488969685236115
2006-11-21,0.0123850246507619
2006-11-22,0.01139646754485062
2006-11-23,0.008010705428773026
2006-11-24,0.012739976411907111
2006-11-27,0.00968787096559666
2006-11-28,0.007892876836694297
2006-11-29,0.020718949491212647
2006-11-30,0.00816731401461057
2006-12-01,0.008828623743830035
2006-12-04,0.008574235503564122
2006-12-05,0.011499035673303515
2006-12-06,0.018224114043877707
2006-12-07,0.01258416659646597
2006-12-08,0.025460580769646572
2006-12-11,0.0114788470454946
2006-12-12,0.016881961680023514
2006-12-13,0.011311162474547592
2006-12-14,0.00990078611841931
2006-12-15,0.00994394428851232
2006-12-18,0.01102889937480957
2006-12-19,0.01509207115494385
2006-12-20,0.014944160061820564
2006-12-21,0.009347720866046228
2006-12-22,0.013014724570921742
2006-12-25,0.01391388535501254
2006-12-26,0.009701958369476455
2006-12-27,0.008413389336687074
2006-12-28,0.011531527300054948
2006-12-29,0.019337409061520143
2007-01-04,0.03364235503202434
2007-01-05,0.024937635777012496
2007-01-08,0.012261304729017092
2007-01-09,0.010325339900555478
2007-01-10,0.014790420442241591
2007-01-11,0.011632671312280666
2007-01-12,0.019147266076830954
2007-01-15,0.01246750249138796
2007-01-16,0.020738495423053477
2007-01-17,0.017906539433012063
2007-01-18,0.019783866469603357
2007-01-19,0.011998576214995912
2007-01-22,0.02090684344310515
2007-01-23,0.020657148063152265
2007-01-24,0.014841347761015542
2007-01-25,0.028400192579966566
2007-01-26,0.028926279573780866
2007-01-29,0.017277471963587886
2007-01-30,0.018555082094089133
2007-01-31,0.019717599826811715
2007-02-01,0.025940313373705982
2007-02-02,0.016966781686134854
2007-02-05,0.01623862687536962
2007-02-06,0.01801041913570066
2007-02-07,0.01718108580109752
2007-02-08,0.01159914400679055
2007-02-09,0.010639523805172425
2007-02-12,0.008772595887566818
2007-02-13,0.011209879838659115
2007-02-14,0.007655848483085656
2007-02-15,0.016134190698058878
2007-02-16,0.01543742602741271
2007-02-26,0.010260023551886757
2007-02-27,0.019110941446526922
2007-02-28,0.022372088071180424
2007-03-01,0.01833924959066178
2007-03-02,0.012650321381707736
2007-03-05,0.019380123451116883
2007-03-06,0.015589208642882867
2007-03-07,0.011278075207389899
2007-03-08,0.009511353111690513
2007-03-09,0.011942143075972494
2007-03-12,0.008972719437917335
2007-03-13,0.007810551076869549
2007-03-14,0.027968230422383996
2007-03-15,0.008256726335895156
2007-03-16,0.014886859689587086
2007-03-19,0.028648331515218055
2007-03-20,0.009004101220281084
2007-03-21,0.008990276345505496
2007-03-22,0.013502499938109513
2007-03-23,0.010130371133531267
2007-03-26,0.007368284592937385
2007-03-27,0.00816582771150499
2007-03-28,0.016589550169278267
2007-03-29,0.01271019177580273
2007-03-30,0.015184091419726521
2007-04-02,0.012236988312215027
2007-04-03,0.0102112776358637
2007-04-04,0.008407643650740024
2007-04-05,0.009982042662103736
2007-04-06,0.015297941729095552
2007-04-09,0.007713882818461937
2007-04-10,0.015663002448807802
2007-04-11,0.012985903278429786
2007-04-12,0.007225443143695765
2007-04-13,0.009131606064306807
2007-04-16,0.010465226799648817
2007-04-17,0.014192032915244984
2007-04-18,0.01062913635030164
2007-04-19,0.027899199490842717
2007-04-20,0.019256263702793274
2007-04-23,0.01737886950494321
2007-04-24,0.015812662579928617
2007-04-25,0.018690822619927498
2007-04-26,0.013705247740027482
2007-04-27,0.011844597460037782
2007-04-30,0.014983054594893347
2007-05-08,0.02923782879102828
2007-05-09,0.01698584052067776
2007-05-10,0.012560515046337692
2007-05-11,0.020102245585249538
2007-05-14,0.02436331377577024
2007-05-15,0.015117209250599332
2007-05-16,0.01527408452694383
2007-05-17,0.008435822574812265
2007-05-18,0.011318080141011889
2007-05-21,0.03577133610280033
2007-05-22,0.009051757826251247
2007-05-23,0.007996921997295426
2007-05-24,0.015850914251496696
2007-05-25,0.011158343564563761
2007-05-28,0.016035563236887478
2007-05-29,0.009554225192323944
2007-05-30,0.05578115191773792
2007-05-31,0.025135302032760688
2007-06-01,0.028136819185895424
2007-06-04,0.03251365704347015
2007-06-05,0.04397342854805311
2007-06-06,0.026822823933267636
2007-06-07,0.015280698192178761
2007-06-08,0.012054677945122072
2007-06-11,0.013509049261848337
2007-06-12,0.016426193049981594
2007-06-13,0.01566975866146168
2007-06-14,0.020475455824905373
2007-06-15,0.01612424797110571
2007-06-18,0.025484176178009212
2007-06-19,0.01320466742731058
2007-06-20,0.012161345081182905
2007-06-21,0.016555323949445595
2007-06-22,0.01895826674127658
2007-06-25,0.023180535368724116
2007-06-26,0.031869221826982604
2007-06-27,0.013403282004934671
2007-06-28,0.01634775620056354
2007-06-29,0.032958163449938294
2007-07-02,0.016443877367734304
2007-07-03,0.014854164385781589
2007-07-04,0.013799223896600104
2007-07-05,0.021037241192816726
2007-07-06,0.020864999068378357
2007-07-09,0.014871628883254578
2007-07-10,0.014897204365035244
2007-07-11,0.015938409677364318
2007-07-12,0.009831696931095006
2007-07-13,0.009818716334869923
2007-07-16,0.011474295523958764
2007-07-17,0.01229352686270542
2007-07-18,0.01348489173963738
2007-07-19,0.010679137059938467
2007-07-20,0.00960151043742779
2007-07-23,0.020571877724647213
2007-07-24,0.013215614969501098
2007-07-25,0.011122069221944374
2007-07-26,0.012375039041177864
2007-07-27,0.020111281435058914
2007-07-30,0.007179965665764406
2007-07-31,0.013860944653275028
2007-08-01,0.02089827467920755
2007-08-02,0.02068967218001562
2007-08-03,0.016159820406555604
2007-08-06,0.017121949280568437
2007-08-07,0.01186795875448521
2007-08-08,0.02604798847218372
2007-08-09,0.01105902532058783
2007-08-10,0.016324175680489536
2007-08-13,0.01462051995140226
2007-08-14,0.008790822999792792
2007-08-15,0.012830430028973045
2007-08-16,0.019944242973283694
2007-08-17,0.017142065897370867
2007-08-20,0.039184260320588346
2007-08-21,0.011283333508759078
2007-08-22,0.021519103542108283
2007-08-23,0.012037591960063949
2007-08-24,0.011511497743134383
2007-08-27,0.012292960178553221
2007-08-28,0.014663287710993986
2007-08-29,0.01794467492583919
2007-08-30,0.014869193856502563
2007-08-31,0.00712452432079608
2007-09-03,0.012301154116636813
2007-09-04,0.009053615863445653
2007-09-05,0.009786566450709156
2007-09-06,0.012133032747693812
2007-09-07,0.013427033998216736
2007-09-10,0.023606840173506144
2007-09-11,0.013533240815362871
2007-09-12,0.018093627244978157
2007-09-13,0.011924221313548217
2007-09-14,0.011612152067642096
2007-09-17,0.007597020139040541
2007-09-18,0.014290781435124687
2007-09-19,0.012305662562357784
2007-09-20,0.01283830036116484
2007-09-21,0.012059798077695449
2007-09-24,0.008894168059973104
2007-09-25,0.011265639087216856
2007-09-26,0.01117205368191374
2007-09-27,0.009447296258553072
2007-09-28,0.01632525072683248
2007-10-08,0.0251197833844839
2007-10-09,0.011445655451037021
2007-10-10,0.011346544556348676
2007-10-11,0.009536614480965102
2007-10-12,0.022425610069404082
2007-10-15,0.014876173272973383
2007-10-16,0.014813558399613515
2007-10-17,0.019797283588510833
2007-10-18,0.019216788889013844
2007-10-19,0.022758482344306302
2007-10-22,0.022411885437268367
2007-10-23,0.012932656695401177
2007-10-24,0.012931075107432835
2007-10-25,0.025378315292760613
2007-10-26,0.01873509090500759
2007-10-29,0.014373360278390989
2007-10-30,0.009926680641894343
2007-10-31,0.018477949995706785
2007-11-01,0.01009259378193852
2007-11-02,0.02698961272482912
2007-11-05,0.016631125692144054
2007-11-06,0.017927203875621908
2007-11-07,0.014361786939901549
2007-11-08,0.020210484335335815
2007-11-09,0.020637884246741477
2007-11-12,0.03484280029859578
2007-11-13,0.024135198447735217
2007-11-14,0.028739831207312543
2007-11-15,0.016075586055050113
2007-11-16,0.02623760555688853
2007-11-19,0.01065863537455645
2007-11-20,0.01609846467315024
2007-11-21,0.010310359894014774
2007-11-22,0.028026614618447975
2007-11-23,0.015405771901534015
2007-11-26,0.020782357489198846
2007-11-27,0.01696943285005324
2007-11-28,0.017154458406041396
2007-11-29,0.023080252864214876
2007-11-30,0.017117477231989357
2007-12-03,0.012804024080299842
2007-12-04,0.010007346618709289
2007-12-05,0.008244758843188605
2007-12-06,0.00950745477601656
2007-12-07,0.007008764249969397
2007-12-10,0.018725778580513244
2007-12-11,0.012183730538317058
2007-12-12,0.015714691807493995
2007-12-13,0.011932344944050866
2007-12-14,0.019854464151941666
2007-12-17,0.009543910235809683
2007-12-18,0.013299564773894408
2007-12-19,0.01867788871186551
2007-12-20,0.008173102886410363
2007-12-21,0.009293330904743206
2007-12-24,0.011915465071702032
2007-12-25,0.0074150243550844585
2007-12-26,0.008703054211226129
2007-12-27,0.008317545301667315
2007-12-28,0.008129778504112728
2008-01-02,0.008131005705438335
2008-01-03,0.008097460340577112
2008-01-04,0.00614820124013372
2008-01-07,0.006787863087934632
2008-01-08,0.013739925094999586
2008-01-09,0.009916460761519018
2008-01-10,0.007570335230560493
2008-01-11,0.00751737522066956
2008-01-14,0.008991717260216454
2008-01-15,0.007546394667317299
2008-01-16,0.016799660017584147
2008-01-17,0.020956795883788334
2008-01-18,0.010530877701838354
2008-01-21,0.012368808404277568
2008-01-22,0.04052203526929861
2008-01-23,0.03236993213780682
2008-01-24,0.021879421586983278
2008-01-25,0.013441712147231845
2008-01-28,0.027594245946612625
2008-01-29,0.02532763827186652
2008-01-30,0.024435194806393695
2008-01-31,0.018845446618614536
2008-02-01,0.019878691031180194
2008-02-04,0.037358198734607426
2008-02-05,0.01853260949863732
2008-02-13,0.027749890646675355
2008-02-14,0.019348632470432905
2008-02-15,0.017146645553174477
2008-02-18,0.01791668779348593
2008-02-19,0.008047509108292585
2008-02-20,0.009865779612966946
2008-02-21,0.016819259723139784
2008-02-22,0.01582701743359297
2008-02-25,0.014485135354113669
2008-02-26,0.03655814636032692
2008-02-27,0.014461386156015058
2008-02-28,0.00936975581933311
2008-02-29,0.008815221020183029
2008-03-03,0.014885699096081924
2008-03-04,0.012082470625121406
2008-03-05,0.013882031203963207
2008-03-06,0.0183013380326778
2008-03-07,0.02188486217504079
2008-03-10,0.016965151658458803
2008-03-11,0.01754689254698015
2008-03-12,0.03056024482767393
2008-03-13,0.02290661986086679
2008-03-14,0.01779205217975722
2008-03-17,0.020129990129868044
2008-03-18,0.022680457293819484
2008-03-19,0.03155399653157493
2008-03-20,0.03481009359165954
2008-03-21,0.018719292900871085
2008-03-24,0.020209079403885496
2008-03-25,0.036429190830038365
2008-03-26,0.016973060615481882
2008-03-27,0.0336002899533962
2008-03-28,0.026777492823759384
2008-03-31,0.04011830686534345
2008-04-01,0.021726720368246792
2008-04-02,0.03534712808572537
2008-04-03,0.026978026430585732
2008-04-07,0.022976172770246866
2008-04-08,0.016880237072346586
2008-04-09,0.022457818903907495
2008-04-10,0.020756384031568993
2008-04-11,0.023572069502632145
2008-04-14,0.03296455121731906
2008-04-15,0.019698929227266102
2008-04-16,0.01940296469160112
2008-04-17,0.021481938102579718
2008-04-18,0.028047166498050998
2008-04-21,0.06685397610466684
2008-04-22,0.0337504817186085
2008-04-23,0.02557354140296897
2008-04-24,0.07651562180435185
2008-04-25,0.020243709881132957
2008-04-28,0.02651636042448974
2008-04-29,0.014223824048237172
2008-04-30,0.014676687093964197
2008-05-05,0.02055506442168001
2008-05-06,0.022548250121563418
2008-05-07,0.016991018794926118
2008-05-08,0.022346675803611205
2008-05-09,0.019230226760486382
2008-05-12,0.03215750974052162
2008-05-13,0.03303203835718538
2008-05-14,0.011684545025866392
2008-05-15,0.013705982498700933
2008-05-16,0.012883687600786953
2008-05-19,0.01329154638512708
2008-05-20,0.01367525164193033
2008-05-21,0.022646406831768155
2008-05-22,0.026074760487555818
2008-05-23,0.015119629064760906
2008-05-26,0.017652724499683196
2008-05-27,0.011264078453195063
2008-05-28,0.012890725892675217
2008-05-29,0.01329597883087351
2008-05-30,0.013480487575320646
2008-06-02,0.010617610689568345
2008-06-03,0.010972937919201295
2008-06-04,0.013163898107733068
2008-06-05,0.012432875562931005
2008-06-06,0.010394969501993317
2008-06-10,0.04891989586927139
2008-06-11,0.01895080746495325
2008-06-12,0.01729603946695055
2008-06-13,0.01568229885830008
2008-06-16,0.019346424867782996
2008-06-17,0.013421099137666606
2008-06-18,0.023567139071566188
2008-06-19,0.026768235506846247
2008-06-20,0.03141650214301534
2008-06-23,0.033276585943454694
2008-06-24,0.01779386756195008
2008-06-25,0.014008704541998429
2008-06-26,0.01594646704677199
2008-06-27,0.038526582736878326
2008-06-30,0.022116191580173944
2008-07-01,0.01545608412236418
2008-07-02,0.01644503782925167
2008-07-03,0.031153402051102883
2008-07-04,0.014824376282412859
2008-07-07,0.015622186121122131
2008-07-08,0.016882142426479868
2008-07-09,0.020392320051039216
2008-07-10,0.026775803200888643
2008-07-11,0.015472827599845794
2008-07-14,0.017314267007613418
2008-07-15,0.014971152667740063
2008-07-16,0.019804737035183994
2008-07-17,0.02585793728709493
2008-07-18,0.02751599319178852
2008-07-21,0.02008693075554697
2008-07-22,0.012746066304235904
2008-07-23,0.017766676491447458
2008-07-24,0.018841729591059096
2008-07-25,0.020862412002153437
2008-07-28,0.013417732878721849
2008-07-29,0.020828784920982623
2008-07-30,0.01882644872473248
2008-07-31,0.010598389281726232
2008-08-01,0.01921945540483788
2008-08-04,0.01700352048695214
2008-08-05,0.013770009664933058
